Block,TrialInBlock,Trial,PrimeNumbers,Distance,PrimingDurationConst,CountingOrder,ShowedNumber,FixCrossDuration,PrimingDuration,Completed,Attempts,Skipped,RespTime,ID
0,36,36,4,2,2,LeftHandFirst,6,1.004688,0.024,True,1,False,0.6934814,888
0,37,37,4,-2,2,RightHandFirst,2,1.302978,0.022,True,1,False,0.6141815,888
0,38,38,7,0,2,LeftHandFirst,7,1.127437,0.023,True,1,False,0.714798,888
0,39,39,4,0,2,RightHandFirst,4,1.495498,0.022,True,1,False,0.7077179,888
0,40,40,2,-2,2,LeftHandFirst,3,1.400117,0.023,True,1,False,0.9943237,888
0,41,41,8,2,2,RightHandFirst,7,1.151502,0.022,True,1,False,0.7494202,888
0,42,42,7,-2,2,RightHandFirst,5,1.47596,0.023,True,1,False,0.6040955,888
0,43,43,8,0,2,LeftHandFirst,8,1.228997,0.02,True,1,False,0.7595367,888
0,44,44,7,-2,2,RightHandFirst,5,1.346233,0.022,True,1,False,0.603653,888
0,45,45,2,2,2,LeftHandFirst,4,1.268284,0.022,True,1,False,0.7589264,888
0,46,46,7,0,2,RightHandFirst,7,1.244325,0.022,True,1,False,0.6925354,888
0,47,47,9,0,2,LeftHandFirst,9,1.166376,0.023,True,1,False,0.8824005,888
0,48,48,8,0,2,LeftHandFirst,8,1.001223,0.023,True,1,False,0.8935852,888
0,49,49,3,-2,2,RightHandFirst,1,1.146279,0.023,True,1,False,0.557785,888
0,50,50,4,-2,2,RightHandFirst,2,1.444569,0.022,True,1,False,0.603714,888
0,51,51,4,0,2,RightHandFirst,4,1.018202,0.023,True,1,False,0.7817841,888
0,52,52,5,0,2,LeftHandFirst,5,1.191079,0.022,True,1,False,0.6596222,888
0,53,53,6,0,2,LeftHandFirst,6,1.238543,0.02,True,1,False,0.6924896,888
0,54,54,9,0,2,RightHandFirst,9,1.160594,0.022,True,1,False,2.010376,888
0,55,55,4,2,2,RightHandFirst,6,1.419065,0.023,True,1,False,0.6928711,888
0,56,56,1,0,2,RightHandFirst,1,1.269693,0.022,True,1,False,0.5126648,888
0,57,57,1,0,2,LeftHandFirst,1,1.44257,0.02,True,1,False,0.5015411,888
0,58,58,6,-2,2,RightHandFirst,4,1.044024,0.022,True,1,False,0.9050446,888
0,59,59,1,2,2,RightHandFirst,3,1.466075,0.022,True,1,False,0.7594452,888
0,60,60,1,0,2,RightHandFirst,1,1.468286,0.023,True,1,False,0.5251465,888
0,61,61,6,0,2,RightHandFirst,6,1.346734,0.022,True,1,False,0.7364197,888
0,62,62,5,-2,2,RightHandFirst,3,1.338558,0.022,True,1,False,0.6585083,888
0,63,63,7,2,2,LeftHandFirst,9,1.217007,0.022,True,1,False,1.83078,888
0,64,64,6,2,2,LeftHandFirst,8,1.405705,0.021,True,1,False,0.8137207,888
0,65,65,3,-2,2,LeftHandFirst,1,1.228513,0.022,True,1,False,0.5644531,888
0,66,66,8,2,2,LeftHandFirst,7,1.080792,0.022,True,1,False,0.894043,888
0,67,67,3,0,2,LeftHandFirst,3,1.279838,0.022,True,1,False,0.7713623,888
0,68,68,9,0,2,LeftHandFirst,9,1.174069,0.023,True,1,False,0.9374695,888
0,69,69,3,-2,2,LeftHandFirst,1,1.024698,0.023,True,1,False,0.6146545,888
0,70,70,3,2,2,RightHandFirst,5,1.045992,0.021,True,1,False,0.6358948,888
0,71,71,8,-2,2,RightHandFirst,6,1.24669,0.021,True,1,False,0.6477356,888
0,72,72,9,0,2,LeftHandFirst,9,1.391746,0.023,True,1,False,0.8934631,888
0,73,73,5,0,2,RightHandFirst,5,1.170951,0.023,True,1,False,0.7255554,888
0,74,74,9,-2,2,RightHandFirst,7,1.495411,0.022,True,1,False,1.083191,888
0,75,75,9,0,2,RightHandFirst,9,1.093562,0.022,True,1,False,0.9937134,888
0,76,76,5,-2,2,LeftHandFirst,3,1.346598,0.022,True,1,False,0.7047729,888
0,77,77,6,-2,2,RightHandFirst,4,1.002042,0.022,True,1,False,0.759552,888
0,78,78,2,-2,2,LeftHandFirst,3,1.495516,0.021,True,1,False,0.6595459,888
0,79,79,7,2,2,RightHandFirst,9,1.443737,0.022,True,1,False,0.9048157,888
0,80,80,4,2,2,RightHandFirst,6,1.09753,0.023,True,1,False,0.8158264,888
0,81,81,1,-2,2,RightHandFirst,2,1.421989,0.022,True,1,False,0.5470276,888
0,82,82,7,2,2,LeftHandFirst,9,1.441633,0.022,True,1,False,0.7926025,888
0,83,83,1,0,2,RightHandFirst,1,1.443843,0.023,True,1,False,0.5467529,888
0,84,84,7,2,2,RightHandFirst,9,1.142889,0.02,True,1,False,1.39624,888
0,85,85,4,2,2,LeftHandFirst,6,1.225259,0.023,True,1,False,0.748291,888
0,86,86,1,2,2,RightHandFirst,3,1.424305,0.023,True,1,False,0.7711182,888
0,87,87,4,0,2,RightHandFirst,4,1.149521,0.023,True,1,False,0.725708,888
0,88,88,6,2,2,RightHandFirst,8,1.376387,0.022,True,1,False,1.173279,888
0,89,89,4,-2,2,LeftHandFirst,2,1.05635,0.022,True,1,False,0.6813965,888
0,90,90,8,2,2,LeftHandFirst,7,1.452231,0.021,True,1,False,0.9493408,888
0,91,91,8,2,2,LeftHandFirst,7,1.383019,0.023,True,1,False,0.74823,888
0,92,92,6,0,2,RightHandFirst,6,1.33124,0.023,True,1,False,0.7036133,888
0,93,93,4,0,2,LeftHandFirst,4,1.307281,0.023,True,1,False,0.7699585,888
0,94,94,7,0,2,LeftHandFirst,7,1.478507,0.023,True,1,False,0.8487854,888
0,95,95,7,2,2,LeftHandFirst,9,1.034707,0.02,True,1,False,2.143707,888
0,96,96,6,-2,2,RightHandFirst,4,1.05439,0.023,True,1,False,0.8714905,888
0,97,97,2,0,2,LeftHandFirst,2,1.476441,0.022,True,1,False,0.6589966,888
0,98,98,1,-2,2,LeftHandFirst,2,1.424662,0.021,True,1,False,0.6040649,888
0,99,99,9,-2,2,RightHandFirst,7,1.400703,0.021,True,1,False,1.117126,888
0,100,100,1,0,2,LeftHandFirst,1,1.30367,0.021,True,1,False,0.670166,888
0,101,101,9,0,2,LeftHandFirst,9,1.002717,0.022,True,1,False,1.194275,888
0,102,102,6,0,2,LeftHandFirst,6,1.227932,0.022,True,1,False,0.6372986,888
0,103,103,8,2,2,LeftHandFirst,7,1.454799,0.023,True,1,False,0.6138306,888
0,104,104,5,2,2,RightHandFirst,7,1.028432,0.022,True,1,False,1.071899,888
0,105,105,5,-2,2,RightHandFirst,3,1.379061,0.02,True,1,False,0.7481689,888
0,106,106,4,0,2,LeftHandFirst,4,1.327281,0.023,True,1,False,0.9605408,888
0,107,107,8,-2,2,LeftHandFirst,6,1.106487,0.023,True,1,False,0.6466064,888
0,108,108,5,-2,2,LeftHandFirst,3,1.099961,0.023,True,1,False,0.9497986,888
0,109,109,7,2,2,LeftHandFirst,9,1.255405,0.023,True,1,False,0.9161682,888
0,110,110,1,-2,2,LeftHandFirst,2,1.301218,0.022,True,1,False,0.6471252,888
0,111,111,6,-2,2,LeftHandFirst,4,1.402672,0.022,True,1,False,0.7937927,888
0,112,112,8,0,2,LeftHandFirst,8,1.127887,0.022,True,1,False,0.8935852,888
0,113,113,1,-2,2,RightHandFirst,2,1.185739,0.021,True,1,False,0.6031799,888
0,114,114,5,-2,2,RightHandFirst,3,1.276805,0.023,True,1,False,0.7144775,888
0,115,115,3,-2,2,RightHandFirst,1,1.155254,0.021,True,1,False,0.4916077,888
0,116,116,2,-2,2,RightHandFirst,3,1.176549,0.023,True,1,False,0.5923767,888
0,117,117,7,0,2,LeftHandFirst,7,1.170023,0.023,True,1,False,0.7322083,888
0,118,118,1,2,2,RightHandFirst,3,1.494482,0.021,True,1,False,0.7356567,888
0,119,119,5,-2,2,RightHandFirst,3,1.496693,0.022,True,1,False,0.7362671,888
0,120,120,5,0,2,LeftHandFirst,5,1.498903,0.022,True,1,False,0.7595825,888
0,121,121,6,2,2,RightHandFirst,8,1.098706,0.022,True,1,False,1.69812,888
0,122,122,7,2,2,RightHandFirst,9,1.40243,0.021,True,1,False,0.9161072,888
0,123,123,4,2,2,LeftHandFirst,6,1.45863,0.02,True,1,False,0.6591492,888
0,124,124,1,-2,2,LeftHandFirst,2,1.309259,0.023,True,1,False,0.5809937,888
0,125,125,5,2,2,RightHandFirst,7,1.133718,0.024,True,1,False,0.9165649,888
0,126,126,6,2,2,RightHandFirst,8,1.289161,0.022,True,1,False,11.67273,888
0,127,127,2,-2,2,LeftHandFirst,3,1.148033,0.022,True,1,False,0.937439,888
0,128,128,4,-2,2,LeftHandFirst,2,1.401069,0.022,True,1,False,0.5806885,888
0,129,129,8,-2,2,RightHandFirst,6,1.100115,0.022,True,1,False,0.6702881,888
0,130,130,3,0,2,RightHandFirst,3,1.272992,0.023,True,1,False,0.7476196,888
0,131,131,8,-2,2,LeftHandFirst,6,1.069631,0.021,True,1,False,0.680481,888
0,132,132,3,0,2,LeftHandFirst,3,1.383703,0.019,True,1,False,0.7147827,888
0,133,133,9,0,2,LeftHandFirst,9,1.316141,0.022,True,1,False,1.552979,888
0,134,134,9,2,2,LeftHandFirst,8,1.494452,0.022,True,1,False,0.8381348,888
0,135,135,1,-2,2,RightHandFirst,2,1.132463,0.023,True,1,False,0.7149048,888
0,136,136,6,-2,2,LeftHandFirst,4,1.179927,0.022,True,1,False,0.848938,888
0,137,137,2,0,2,LeftHandFirst,2,1.394755,0.022,True,1,False,0.6029663,888
0,138,138,8,2,2,RightHandFirst,7,1.093801,0.023,True,1,False,0.9611206,888
0,139,139,5,-2,2,LeftHandFirst,3,1.428647,0.023,True,1,False,0.6596069,888
0,140,140,2,0,2,LeftHandFirst,2,1.420471,0.022,True,1,False,0.5817261,888
0,141,141,4,-2,2,LeftHandFirst,2,1.29892,0.023,True,1,False,0.5696411,888
0,142,142,2,0,2,RightHandFirst,2,1.025786,0.019,True,1,False,0.6032715,888
0,143,143,9,-2,2,LeftHandFirst,7,1.188276,0.022,True,1,False,1.351013,888
0,144,144,9,2,2,RightHandFirst,8,1.450048,0.021,True,1,False,1.105713,888
0,145,145,5,0,2,LeftHandFirst,5,1.13001,0.021,True,1,False,0.7706299,888
0,146,146,9,-2,2,LeftHandFirst,7,1.454469,0.021,True,1,False,0.6712036,888
0,147,147,9,2,2,LeftHandFirst,8,1.305097,0.022,True,1,False,0.8935547,888
0,148,148,4,2,2,RightHandFirst,6,1.448503,0.022,True,1,False,0.7261353,888
0,149,149,3,-2,2,LeftHandFirst,1,1.255529,0.025,True,1,False,0.4918213,888
0,150,150,7,2,2,LeftHandFirst,9,1.330813,0.023,True,1,False,1.56366,888
0,151,151,6,2,2,LeftHandFirst,8,1.106717,0.021,True,1,False,0.7924194,888
0,152,152,6,2,2,LeftHandFirst,8,1.431176,0.021,True,1,False,0.8041382,888
0,153,153,4,0,2,LeftHandFirst,4,1.433386,0.021,True,1,False,0.8730469,888
0,154,154,8,0,2,RightHandFirst,8,1.391994,0.022,True,1,False,1.094727,888
0,155,155,3,0,2,LeftHandFirst,3,1.197369,0.021,True,1,False,0.7592773,888
0,156,156,8,0,2,RightHandFirst,8,1.298823,0.023,True,1,False,1.21759,888
0,157,157,7,0,2,RightHandFirst,7,1.20179,0.022,True,1,False,0.87146,888
0,158,158,7,-2,2,RightHandFirst,5,1.454826,0.021,True,1,False,0.6028442,888
0,159,159,7,-2,2,LeftHandFirst,5,1.028459,0.022,True,1,False,0.7034302,888
0,160,160,8,2,2,RightHandFirst,7,1.424341,0.023,True,1,False,0.904541,888
0,161,161,5,2,2,LeftHandFirst,7,1.398731,0.021,True,1,False,0.7593994,888
0,162,162,6,2,2,RightHandFirst,8,1.026355,0.022,True,1,False,1.094666,888
0,163,163,9,0,2,LeftHandFirst,9,1.197581,0.022,True,1,False,1.15094,888
0,164,164,1,-2,2,RightHandFirst,2,1.351373,0.023,True,1,False,0.7590942,888
0,165,165,9,2,2,LeftHandFirst,8,1.202002,0.021,True,1,False,0.9072876,888
0,166,166,5,2,2,RightHandFirst,7,1.05263,0.022,True,1,False,0.8378906,888
0,167,167,7,0,2,RightHandFirst,7,1.458899,0.021,True,1,False,0.7260742,888
0,168,168,2,0,2,RightHandFirst,2,1.184115,0.022,True,1,False,0.6477661,888
0,169,169,8,0,2,LeftHandFirst,8,1.052176,0.022,True,1,False,0.7928467,888
0,170,170,8,-2,2,LeftHandFirst,6,1.09964,0.02,True,1,False,0.7593384,888
0,171,171,2,2,2,RightHandFirst,4,1.147105,0.022,True,1,False,0.8258667,888
0,172,172,4,0,2,LeftHandFirst,4,1.166748,0.024,True,1,False,0.7253418,888
0,173,173,8,0,2,RightHandFirst,8,1.073017,0.022,True,1,False,1.072388,888
0,174,174,4,-2,2,LeftHandFirst,2,1.200641,0.023,True,1,False,0.8150635,888
0,175,175,9,2,2,RightHandFirst,8,1.497279,0.022,True,1,False,0.9606934,888
0,176,176,8,0,2,LeftHandFirst,8,1.123252,0.025,True,1,False,2.021362,888
0,177,177,7,-2,2,RightHandFirst,5,1.463532,0.02,True,1,False,0.7823486,888
0,178,178,3,0,2,RightHandFirst,3,1.465742,0.023,True,1,False,1.172424,888
0,179,179,3,-2,2,LeftHandFirst,1,1.020292,0.023,True,1,False,1.394958,888
0,180,180,4,0,2,RightHandFirst,4,1.130482,0.02,True,1,False,1.329468,888
0,181,181,6,-2,2,LeftHandFirst,4,1.256454,0.02,True,1,False,0.7814941,888
0,182,182,8,-2,2,LeftHandFirst,6,1.411898,0.023,True,1,False,0.6932983,888
0,183,183,2,2,2,RightHandFirst,4,1.262526,0.023,True,1,False,0.5921021,888
0,184,184,1,2,2,LeftHandFirst,3,1.30999,0.024,True,1,False,0.6920166,888
0,185,185,2,0,2,RightHandFirst,2,1.427226,0.023,True,1,False,0.7957153,888
0,186,186,1,-2,2,RightHandFirst,2,1.011247,0.022,True,1,False,0.5480347,888
0,187,187,5,0,2,LeftHandFirst,5,1.478552,0.021,True,1,False,0.6252441,888
0,188,188,6,2,2,RightHandFirst,8,1.32918,0.021,True,1,False,0.9723511,888
0,189,189,5,-2,2,LeftHandFirst,3,1.026576,0.022,True,1,False,0.6589355,888
0,190,190,2,-2,2,RightHandFirst,3,1.145463,0.023,True,1,False,0.5809937,888
0,191,191,9,0,2,RightHandFirst,9,1.041345,0.023,True,1,False,0.9609985,888
0,192,192,5,0,2,RightHandFirst,5,1.240391,0.022,True,1,False,0.546814,888
0,193,193,9,-2,2,LeftHandFirst,7,1.272073,0.022,True,1,False,0.770752,888
0,194,194,8,-2,2,LeftHandFirst,6,1.486901,0.022,True,1,False,0.5906372,888
0,195,195,1,-2,2,LeftHandFirst,2,1.41934,0.023,True,1,False,0.5921021,888
0,196,196,5,2,2,LeftHandFirst,7,1.215978,0.022,True,1,False,0.5814819,888
0,197,197,7,-2,2,LeftHandFirst,5,1.068258,0.023,True,1,False,13.0354,888
0,198,198,9,-2,2,LeftHandFirst,7,1.291369,0.022,True,1,False,0.5582275,888
0,199,199,2,2,2,RightHandFirst,4,1.338833,0.022,True,1,False,0.5576782,888
0,200,200,2,2,2,LeftHandFirst,4,1.483889,0.023,True,1,False,0.904541,888
0,201,201,5,-2,2,RightHandFirst,3,1.317084,0.021,True,1,False,0.5919189,888
0,202,202,8,0,2,LeftHandFirst,8,1.141543,0.023,True,1,False,0.8483276,888
0,203,203,6,0,2,RightHandFirst,6,1.25878,0.022,True,1,False,0.7146606,888
0,204,204,4,-2,2,RightHandFirst,2,1.039636,0.022,True,1,False,0.6142578,888
0,205,205,3,2,2,LeftHandFirst,5,1.47912,0.02,True,1,False,0.6035156,888
0,206,206,1,2,2,RightHandFirst,3,1.232156,0.021,True,1,False,0.5484619,888
0,207,207,6,0,2,RightHandFirst,6,1.323223,0.023,True,1,False,0.6802979,888
0,208,208,5,-2,2,RightHandFirst,3,1.201672,0.021,True,1,False,0.6256714,888
0,209,209,1,0,2,LeftHandFirst,1,1.151544,0.023,True,1,False,0.4682007,888
0,210,210,8,-2,2,RightHandFirst,6,1.395844,0.022,True,1,False,0.5807495,888
0,211,211,5,0,2,LeftHandFirst,5,1.09489,0.022,True,1,False,0.5924683,888
0,212,212,1,2,2,RightHandFirst,3,1.213777,0.022,True,1,False,0.5471191,888
0,213,213,6,-2,2,LeftHandFirst,4,1.207251,0.022,True,1,False,0.7261353,888
0,214,214,5,2,2,RightHandFirst,7,1.129303,0.022,True,1,False,0.7593994,888
0,215,215,3,-2,2,LeftHandFirst,1,1.035572,0.022,True,1,False,0.4920654,888
0,216,216,3,0,2,LeftHandFirst,3,1.144072,0.023,True,1,False,0.6365356,888
0,217,217,8,2,2,RightHandFirst,7,1.316948,0.022,True,1,False,0.7146606,888
0,218,218,9,2,2,LeftHandFirst,8,1.292989,0.02,True,1,False,0.8276978,888
0,219,219,6,-2,2,LeftHandFirst,4,1.143618,0.023,True,1,False,0.9382935,888
0,220,220,9,0,2,RightHandFirst,9,1.076056,0.022,True,1,False,2.491028,888
0,221,221,7,2,2,RightHandFirst,9,1.386865,0.021,True,1,False,1.307068,888
0,222,222,7,2,2,RightHandFirst,9,1.21841,0.022,True,1,False,0.8709106,888
0,223,223,5,2,2,RightHandFirst,7,1.069038,0.021,True,1,False,0.8265991,888
0,224,224,6,2,2,LeftHandFirst,8,1.475307,0.021,True,1,False,0.8278809,888
0,225,225,7,-2,2,LeftHandFirst,5,1.352105,0.024,True,1,False,0.7821045,888
0,226,226,1,0,2,LeftHandFirst,1,1.300326,0.021,True,1,False,0.5137329,888
0,227,227,1,0,2,RightHandFirst,1,1.070795,0.023,True,1,False,0.5252075,888
0,228,228,7,0,2,RightHandFirst,7,1.396905,0.022,True,1,False,0.7258301,888
0,229,229,3,0,2,RightHandFirst,3,1.165723,0.023,True,1,False,0.6481934,888
0,230,230,8,-2,2,RightHandFirst,6,1.436192,0.022,True,1,False,0.614624,888
0,231,231,4,-2,2,RightHandFirst,2,1.009826,0.022,True,1,False,0.5809937,888
0,232,232,6,2,2,LeftHandFirst,8,1.156533,0.022,True,1,False,0.7037964,888
0,233,233,4,-2,2,RightHandFirst,2,1.203997,0.023,True,1,False,0.5350342,888
0,234,234,8,2,2,LeftHandFirst,7,1.099879,0.022,True,1,False,0.5700073,888
0,235,235,2,2,2,LeftHandFirst,4,1.300577,0.023,True,1,False,0.7822266,888
0,236,236,7,2,2,RightHandFirst,9,1.471802,0.022,True,1,False,1.519165,888
0,237,237,8,0,2,RightHandFirst,8,1.383506,0.022,True,1,False,0.8377686,888
0,238,238,3,-2,2,RightHandFirst,1,1.206314,0.021,True,1,False,0.5023804,888
0,239,239,1,0,2,LeftHandFirst,1,1.004603,0.021,True,1,False,0.4693604,888
0,240,240,5,-2,2,LeftHandFirst,3,1.097321,0.022,True,1,False,0.6177368,888
0,241,241,1,2,2,LeftHandFirst,3,1.090795,0.02,True,1,False,0.6482544,888
0,242,242,3,2,2,RightHandFirst,5,1.486677,0.017,True,1,False,0.5928345,888
0,243,243,3,0,2,LeftHandFirst,3,1.239713,0.023,True,1,False,0.6143188,888
0,244,244,6,0,2,LeftHandFirst,6,1.46658,0.022,True,1,False,0.7700806,888
0,245,245,3,2,2,LeftHandFirst,5,1.46879,0.022,True,1,False,0.6143188,888
0,246,246,3,0,2,RightHandFirst,3,1.221826,0.022,True,1,False,0.5244751,888
0,247,247,7,-2,2,RightHandFirst,5,1.215301,0.021,True,1,False,0.5469971,888
0,248,248,3,2,2,LeftHandFirst,5,1.029373,0.021,True,1,False,0.6143799,888
0,249,249,5,2,2,LeftHandFirst,7,1.050667,0.022,True,1,False,0.7036133,888
0,250,250,4,-2,2,RightHandFirst,2,1.305354,0.021,True,1,False,0.5239258,888
0,251,251,8,2,2,RightHandFirst,7,1.494013,0.023,True,1,False,0.9599609,888
0,252,252,2,0,2,LeftHandFirst,2,1.201796,0.022,True,1,False,0.5921631,888
0,253,253,2,2,2,LeftHandFirst,4,1.054075,0.02,True,1,False,0.7032471,888
0,254,254,5,0,2,RightHandFirst,5,1.047549,0.02,True,1,False,0.5698242,888
0,255,255,3,0,2,RightHandFirst,3,1.112447,0.021,True,1,False,0.5581055,888
0,256,256,2,-2,2,RightHandFirst,3,1.231334,0.022,True,1,False,0.6253662,888
0,257,257,5,2,2,LeftHandFirst,7,1.360608,0.02,True,1,False,0.6806641,888
0,258,258,1,-2,2,RightHandFirst,2,1.336649,0.023,True,1,False,0.5368652,888
0,259,259,9,0,2,RightHandFirst,9,1.302303,0.022,True,1,False,1.105835,888
0,260,260,2,-2,2,RightHandFirst,3,1.412493,0.022,True,1,False,0.5477295,888
0,261,261,8,-2,2,LeftHandFirst,6,1.252735,0.021,True,1,False,0.6584473,888
0,262,262,6,0,2,RightHandFirst,6,1.256596,0.022,True,1,False,0.6802979,888
0,263,263,7,-2,2,LeftHandFirst,5,1.178647,0.021,True,1,False,0.6594238,888
0,264,264,2,2,2,RightHandFirst,4,1.046709,0.022,True,1,False,0.7922363,888
0,265,265,5,0,2,RightHandFirst,5,1.496581,0.025,True,1,False,0.614502,888
0,266,266,4,2,2,LeftHandFirst,6,1.026612,0.023,True,1,False,0.6143799,888
0,267,267,7,2,2,LeftHandFirst,9,1.368504,0.022,True,1,False,1.60376,888
0,268,268,4,0,2,LeftHandFirst,4,1.100805,0.023,True,1,False,0.8486328,888
0,269,269,2,0,2,LeftHandFirst,2,1.202258,0.022,True,1,False,0.5909424,888
0,270,270,3,-2,2,RightHandFirst,1,1.054538,0.022,True,1,False,0.03356934,888
0,271,271,1,0,2,RightHandFirst,1,1.013107,0.022,True,1,False,0.4465332,888
0,272,272,2,2,2,RightHandFirst,4,1.008232,0.021,True,1,False,0.748291,888
0,273,273,3,2,2,LeftHandFirst,5,1.001706,0.02,True,1,False,0.536499,888
0,274,274,8,-2,2,RightHandFirst,6,1.050821,0.022,True,1,False,0.6352539,888
0,275,275,4,2,2,RightHandFirst,6,1.169708,0.022,True,1,False,0.6142578,888
0,276,276,7,0,2,LeftHandFirst,7,1.342585,0.022,True,1,False,0.7042236,888
0,277,277,9,-2,2,RightHandFirst,7,1.236816,0.022,True,1,False,0.6809082,888
0,278,278,9,-2,2,RightHandFirst,7,1.240678,0.023,True,1,False,0.6923828,888
0,279,279,4,0,2,RightHandFirst,4,1.162729,0.023,True,1,False,0.680542,888
0,280,280,1,-2,2,LeftHandFirst,2,1.030791,0.023,True,1,False,0.637207,888
0,281,281,8,0,2,RightHandFirst,8,1.149678,0.023,True,1,False,1.176514,888
0,282,282,7,0,2,LeftHandFirst,7,1.026476,0.021,True,1,False,0.6594238,888
0,283,283,1,0,2,RightHandFirst,1,1.324765,0.022,True,1,False,0.4908447,888
0,284,284,2,0,2,RightHandFirst,2,1.095234,0.021,True,1,False,0.5578613,888
0,285,285,4,2,2,LeftHandFirst,6,1.116529,0.022,True,1,False,0.635498,888
0,286,286,2,-2,2,RightHandFirst,3,1.191814,0.021,True,1,False,0.670166,888
0,287,287,4,-2,2,LeftHandFirst,2,1.239278,0.023,True,1,False,0.6374512,888
0,288,288,4,2,2,LeftHandFirst,6,1.204932,0.022,True,1,False,0.55896,888
0,289,289,9,2,2,LeftHandFirst,8,1.459619,0.022,True,1,False,0.8713379,888
0,290,290,2,2,2,RightHandFirst,4,1.254606,0.024,True,1,False,0.7913818,888
0,291,291,4,0,2,LeftHandFirst,4,1.32824,0.022,True,1,False,0.770752,888
0,292,292,6,-2,2,LeftHandFirst,4,1.260678,0.023,True,1,False,0.7374268,888
0,293,293,2,0,2,LeftHandFirst,2,1.377914,0.022,True,1,False,0.5247803,888
0,294,294,7,-2,2,LeftHandFirst,5,1.202373,0.022,True,1,False,0.6142578,888
0,295,295,2,-2,2,LeftHandFirst,3,1.472843,0.02,True,1,False,0.550293,888
0,296,296,4,2,2,RightHandFirst,6,1.307689,0.023,True,1,False,0.7255859,888
0,297,297,1,-2,2,LeftHandFirst,2,1.022517,0.022,True,1,False,0.7033691,888
0,298,298,5,0,2,RightHandFirst,5,1.418399,0.023,True,1,False,0.5471191,888
0,299,299,1,2,2,LeftHandFirst,3,1.019853,0.02,True,1,False,0.6585693,888
0,300,300,3,2,2,RightHandFirst,5,1.13874,0.022,True,1,False,0.6029053,888
0,301,301,2,-2,2,LeftHandFirst,3,1.214025,0.024,True,1,False,0.5458984,888
