Block,TrialInBlock,Trial,Character,FrameCount,FixCrossDuration,PrimingDuration,Completed,Attempts,Skipped,RespTime,ID
0,0,0,story,1,1.294523,0.011,True,1,False,0.9940186,1
0,1,1,story,2,1.310383,0.011,True,1,False,1.005127,1
0,2,2,story,3,1.065031,0.034,True,1,False,0.9942627,1
0,3,3,story,4,1.211699,0.044,True,1,False,0.9935608,1
0,4,4,story,5,1.271163,0.055,True,1,False,1.006653,1
0,5,5,story,6,1.205213,0.142,True,1,False,0.9980774,1
0,6,6,story,7,1.182866,0.078,True,1,False,0.9942627,1
0,7,7,story,8,1.160519,0.094,True,1,False,0.9941711,1
0,8,8,story,9,1.040579,0.221,True,1,False,0.9980774,1
0,9,9,issue,1,1.44846,0.012,True,1,False,0.9943848,1
0,10,10,issue,2,1.35469,0.022,True,1,False,1.006287,1
0,11,11,issue,3,1.386333,0.068,True,1,False,1.000427,1
0,12,12,issue,4,1.292563,0.044,True,1,False,0.9937134,1
0,13,13,issue,5,1.226613,0.057,True,1,False,0.9940186,1
0,14,14,issue,6,1.204266,0.067,True,1,False,1.006592,1
0,15,15,issue,7,1.361322,0.157,True,1,True,0.3417358,1
0,16,16,issue,8,1.232646,0.088,True,1,False,1.006226,1
0,17,17,issue,9,1.166697,0.104,True,1,True,0.6901855,1
0,18,18,value,1,1.146001,0.011,True,1,False,0.9907227,1
0,19,19,value,2,1.472071,0.023,True,1,False,0.9934082,1
0,20,20,value,3,1.334699,0.033,True,1,False,0.9946899,1
0,21,21,value,4,1.366342,0.044,True,1,False,0.9968262,1
0,22,22,value,5,1.495577,0.057,True,1,False,0.9926758,1
0,23,23,value,6,1.455796,0.07,True,1,True,0.3656616,1
0,24,24,value,7,1.478703,0.079,True,1,False,0.9932251,1
0,25,25,value,8,1.357113,0.088,True,1,False,0.9922485,1
0,26,26,value,9,1.442745,0.103,True,1,False,1.007996,1
0,27,27,movie,1,1.082367,0.011,True,1,False,0.9918823,1
0,28,28,movie,2,1.452041,0.022,True,1,False,0.9941406,1
0,29,29,movie,3,1.135266,0.033,True,1,False,0.9943237,1
0,30,30,movie,4,1.140739,0.095,True,1,False,0.9990845,1
0,31,31,movie,5,1.325615,0.024,True,1,True,0.4365234,1
0,32,32,movie,6,1.473934,0.067,True,1,False,0.9935913,1
0,33,33,movie,7,1.352344,0.032,True,1,False,0.9942627,1
0,34,34,movie,8,1.160981,0.087,True,1,False,0.9945068,1
0,35,35,movie,9,1.399847,0.101,True,1,True,0.590271,1
0,36,36,river,1,1.269521,0.023,True,1,False,1.000488,1
0,37,37,river,2,1.426576,0.022,True,1,False,0.9959717,1
0,38,38,river,3,1.332806,0.033,True,1,False,1.00769,1
0,39,39,river,4,1.364449,0.046,True,1,False,0.9943237,1
0,40,40,river,5,1.173086,0.115,True,1,True,0.2723999,1
0,41,41,river,6,1.241246,0.155,True,1,False,0.9971313,1
0,42,42,river,7,1.077704,0.078,True,1,False,0.9889526,1
0,43,43,river,8,1.403775,0.09,True,1,False,0.9943237,1
0,44,44,river,9,1.184593,0.205,True,1,True,0.6643066,1
0,45,45,mouth,1,1.245707,0.011,True,1,False,0.9938965,1
0,46,46,mouth,2,1.043957,0.023,True,1,False,0.9943237,1
0,47,47,mouth,3,1.495441,0.034,True,1,False,0.992981,1
0,48,48,mouth,4,1.037471,0.046,True,1,False,0.9955444,1
0,49,49,mouth,5,1.086547,0.023,True,1,False,1.004333,1
0,50,50,mouth,6,1.412617,0.067,True,1,True,0.289978,1
0,51,51,mouth,7,1.283942,0.074,True,1,False,0.9941406,1
0,52,52,mouth,8,1.494987,0.089,True,1,False,1.006409,1
0,53,53,mouth,9,1.052799,0.102,True,1,False,0.9940796,1
0,54,54,judge,1,1.058272,0.011,True,1,False,0.9934082,1
0,55,55,judge,2,1.091566,0.022,True,1,False,1.005859,1
0,56,56,judge,3,1.238235,0.069,True,1,False,0.9987793,1
0,57,57,judge,4,1.297698,0.046,True,1,False,0.9815063,1
0,58,58,judge,5,1.149938,0.058,True,1,False,0.9940796,1
0,59,59,judge,6,1.334814,0.138,True,1,True,0.3613281,1
0,60,60,judge,7,1.385541,0.078,True,1,False,1.006104,1
0,61,61,judge,8,1.209961,0.042,True,1,False,1.012939,1
0,62,62,judge,9,1.046419,0.103,True,1,True,0.8392944,1
0,63,63,apple,1,1.443912,0.011,True,1,False,0.9953003,1
0,64,64,apple,2,1.029545,0.022,True,1,False,0.9945068,1
0,65,65,apple,3,1.301626,0.071,True,1,False,0.9989014,1
0,66,66,apple,4,1.235676,0.043,True,1,False,0.9950562,1
0,67,67,apple,5,1.392732,0.024,True,1,True,0.2467651,1
0,68,68,apple,6,1.389469,0.067,True,1,False,0.9943848,1
0,69,69,apple,7,1.295699,0.078,True,1,False,0.9937134,1
0,70,70,apple,8,1.006744,0.043,True,1,True,0.3117065,1
0,71,71,apple,9,1.423322,0.106,True,1,False,0.9942017,1
0,72,72,sales,1,1.28595,0.007,True,1,False,0.9945679,1
0,73,73,sales,2,1.361195,0.022,True,1,False,0.9944458,1
0,74,74,sales,3,1.07224,0.037,True,1,False,0.9939575,1
0,75,75,sales,4,1.121316,0.044,True,1,False,0.9935913,1
0,76,76,sales,5,1.306192,0.055,True,1,False,0.9938965,1
0,77,77,sales,6,1.158432,0.067,True,1,True,0.4041748,1
0,78,78,sales,7,1.378174,0.033,True,1,False,1.003906,1
0,79,79,sales,8,1.463807,0.092,True,1,True,0.7817993,1
0,80,80,sales,9,1.07726,0.087,True,1,False,0.9939575,1
0,81,81,crowd,1,1.000923,0.012,True,1,False,0.9939575,1
0,82,82,crowd,2,1.257222,0.046,True,1,False,1.000122,1
0,83,83,crowd,3,1.414277,0.033,True,1,False,1.007141,1
0,84,84,crowd,4,1.238697,0.092,True,1,False,0.9993286,1
0,85,85,crowd,5,1.395753,0.057,True,1,False,1.006348,1
0,86,86,crowd,6,1.160788,0.066,True,1,True,0.5227051,1
0,87,87,crowd,7,1.255117,0.078,True,1,True,0.3574219,1
0,88,88,crowd,8,1.431257,0.088,True,1,True,0.4580078,1
0,89,89,crowd,9,1.328751,0.101,True,1,True,0.6027222,1
0,90,90,focus,1,1.362044,0.025,True,1,False,0.9971313,1
0,91,91,focus,2,1.311877,0.024,True,1,False,0.9823608,1
0,92,92,focus,3,1.42533,0.034,True,1,False,0.9944458,1
