Block,TrialInBlock,Trial,Character,FrameCount,FixCrossDuration,PrimingDuration,Completed,Attempts,Skipped,RespTime,ID
0,0,0,story,1,1.277066,0.011,True,1,False,0.9943333,3
0,1,1,story,2,1.113524,0.022,True,1,False,0.9940586,3
0,2,2,story,3,1.260193,0.033,True,1,False,0.9941616,3
0,3,3,story,4,1.417248,0.046,True,1,False,0.9943752,3
0,4,4,story,5,1.00288,0.057,True,1,False,0.9987183,3
0,5,5,story,6,1.454364,0.064,True,1,True,0.3586502,3
0,6,6,story,7,1.059081,0.08,True,1,False,0.9937859,3
0,7,7,story,8,1.205749,0.085,True,1,True,0.1575165,3
0,8,8,story,9,1.078725,0.1,True,1,True,0.3028984,3
0,9,9,issue,1,1.131102,0.011,True,1,True,0.2026596,3
0,10,10,issue,2,1.270686,0.023,True,1,True,0.2362633,3
0,11,11,issue,3,1.018248,0.033,True,1,False,0.9940987,3
0,12,12,issue,4,1.290329,0.043,True,1,False,0.9943199,3
0,13,13,issue,5,1.22438,0.055,True,1,False,0.9936371,3
0,14,14,issue,6,1.202033,0.068,True,1,True,0.3251648,3
0,15,15,issue,7,1.405993,0.078,True,1,False,0.994236,3
0,16,16,issue,8,1.089218,0.089,True,1,False,0.9939957,3
0,17,17,issue,9,1.012881,0.103,True,1,True,0.1800041,3
0,18,18,value,1,1.457279,0.012,True,1,False,0.9941559,3
0,19,19,value,2,1.461102,0.022,True,1,False,0.9941635,3
0,20,20,value,3,1.226136,0.034,True,1,False,0.9943619,3
0,21,21,value,4,1.024387,0.045,True,1,False,0.994278,3
0,22,22,value,5,1.237083,0.057,True,1,False,0.9936142,3
0,23,23,value,6,1.132926,0.069,True,1,False,0.9937439,3
0,24,24,value,7,1.497204,0.082,True,1,True,0.2021103,3
0,25,25,value,8,1.286719,0.089,True,1,True,0.459053,3
0,26,26,value,9,1.11444,0.1,True,1,True,0.3813248,3
0,27,27,movie,1,1.318401,0.011,True,1,False,0.9942551,3
0,28,28,movie,2,1.491238,0.022,True,1,False,0.9893723,3
0,29,29,movie,3,1.353866,0.033,True,1,False,0.9941025,3
0,30,30,movie,4,1.064911,0.046,True,1,False,0.9942474,3
0,31,31,movie,5,1.293389,0.055,True,1,False,0.9939194,3
0,32,32,movie,6,1.14563,0.069,True,1,False,0.9940338,3
0,33,33,movie,7,1.428098,0.08,True,1,False,0.9938965,3
0,34,34,movie,8,1.111323,0.088,True,1,True,0.3591843,3
0,35,35,movie,9,1.456478,0.099,True,1,True,0.3151321,3
0,36,36,river,1,1.299982,0.011,True,1,False,0.9938965,3
0,37,37,river,2,1.13644,0.022,True,1,False,0.9945755,3
0,38,38,river,3,1.141913,0.033,True,1,False,0.9939194,3
0,39,39,river,4,1.065576,0.045,True,1,False,0.993927,3
0,40,40,river,5,1.294055,0.056,True,1,False,0.994072,3
0,41,41,river,6,1.228105,0.067,True,1,True,0.3477249,3
0,42,42,river,7,1.447847,0.076,True,1,True,0.4034729,3
0,43,43,river,8,1.329559,0.089,True,1,True,0.3253784,3
0,44,44,river,9,1.021481,0.103,True,1,True,0.1904144,3
0,45,45,mouth,1,1.324684,0.011,True,1,False,0.9937897,3
0,46,46,mouth,2,1.497522,0.023,True,1,False,0.9941406,3
0,47,47,mouth,3,1.039552,0.034,True,1,False,0.9941711,3
