Block,TrialInBlock,Trial,PrimeNumbers,Distance,PrimingDurationConst,CountingOrder,ShowedNumber,FixCrossDuration,PrimingDuration,Completed,Attempts,Skipped,RespTime,ID
0,0,0,4,2,2,LeftHandFirst,6,1.425065,0.101,True,1,False,10.08469,999
0,1,1,3,0,2,LeftHandFirst,3,1.478601,0.018,True,1,False,1.380936,999
0,2,2,3,2,2,RightHandFirst,5,1.116572,0.02,True,1,False,0.7422676,999
0,3,3,3,2,2,RightHandFirst,5,1.139479,0.013,True,1,False,0.697979,999
0,4,4,3,-2,2,LeftHandFirst,1,1.064793,0.018,True,1,False,0.6863098,999
0,5,5,3,2,2,LeftHandFirst,5,1.436117,0.014,True,1,False,0.8107262,999
0,6,6,4,2,2,LeftHandFirst,6,1.41377,0.019,True,1,False,1.133385,999
0,7,7,3,-2,2,LeftHandFirst,1,1.232795,0.022,True,1,False,0.7691269,999
0,8,8,6,0,2,RightHandFirst,6,1.407284,0.021,True,1,False,0.7869034,999
0,9,9,3,0,2,RightHandFirst,3,1.107942,0.018,True,1,False,0.7669334,999
0,10,10,7,-2,2,LeftHandFirst,5,1.130848,0.02,True,1,False,0.8461151,999
0,11,11,3,-2,2,RightHandFirst,1,1.207745,0.015,True,1,False,0.6215668,999
0,12,12,6,0,2,LeftHandFirst,6,1.133059,0.024,True,1,False,1.144169,999
0,13,13,6,0,2,RightHandFirst,6,1.469517,0.015,True,1,False,0.9898224,999
0,14,14,7,2,2,RightHandFirst,9,1.473339,0.013,True,1,False,1.143791,999
0,15,15,6,-2,2,LeftHandFirst,4,1.166951,0.02,True,1,False,1.014061,999
0,16,16,7,2,2,LeftHandFirst,9,1.421599,0.019,True,1,False,1.31118,999
0,17,17,4,0,2,RightHandFirst,4,1.353998,0.016,True,1,False,0.9121933,999
0,18,18,3,0,2,RightHandFirst,3,1.011054,0.023,True,1,False,0.7121201,999
0,19,19,7,-2,2,RightHandFirst,5,1.202976,0.021,True,1,False,0.9780807,999
0,20,20,6,2,2,LeftHandFirst,8,1.485444,0.019,True,1,False,0.9808197,999
0,21,21,3,2,2,RightHandFirst,5,1.168669,0.014,True,1,False,0.6869507,999
0,22,22,7,0,2,LeftHandFirst,7,1.273386,0.013,True,1,False,0.7912292,999
0,23,23,7,2,2,RightHandFirst,9,1.322461,0.014,True,1,False,1.414894,999
0,24,24,7,0,2,RightHandFirst,7,1.488253,0.021,True,1,False,1.361404,999
0,25,25,7,0,2,RightHandFirst,7,1.044414,0.02,True,1,False,1.046013,999
0,26,26,3,-2,2,LeftHandFirst,1,1.272893,0.013,True,1,False,0.6305237,999
0,27,27,3,0,2,RightHandFirst,3,1.154604,0.013,True,1,False,0.7632904,999
0,28,28,3,2,2,RightHandFirst,5,1.454506,0.013,True,1,False,0.7097015,999
0,29,29,6,-2,2,RightHandFirst,4,1.057572,0.013,True,1,False,0.8429794,999
0,30,30,3,2,2,RightHandFirst,5,1.439283,0.019,True,1,False,0.6870117,999
0,31,31,4,-2,2,RightHandFirst,2,1.265354,0.021,True,1,False,0.6310501,999
0,32,32,6,2,2,LeftHandFirst,8,1.385853,0.017,True,1,False,1.704979,999
0,33,33,7,0,2,LeftHandFirst,7,1.326988,0.016,True,1,False,1.147034,999
0,34,34,4,0,2,LeftHandFirst,4,1.189616,0.017,True,1,False,0.8563843,999
0,35,35,3,2,2,LeftHandFirst,5,1.22291,0.016,True,1,False,0.8216782,999
0,36,36,6,0,2,LeftHandFirst,6,1.174393,0.013,True,1,False,0.9487152,999
0,37,37,3,0,2,LeftHandFirst,3,1.000464,0.018,True,1,False,0.9991989,999
0,38,38,3,0,2,LeftHandFirst,3,1.354355,0.016,True,1,False,0.7558441,999
0,39,39,3,-2,2,RightHandFirst,1,1.001024,0.021,True,1,False,0.5326385,999
0,40,40,7,0,2,LeftHandFirst,7,1.427989,0.013,True,1,False,1.313919,999
0,41,41,3,-2,2,LeftHandFirst,1,1.01197,0.019,True,1,False,0.6745834,999
0,42,42,7,2,2,LeftHandFirst,9,1.367512,0.014,True,1,False,1.402893,999
0,43,43,3,0,2,LeftHandFirst,3,1.369684,0.013,True,1,False,1.112381,999
0,44,44,3,2,2,RightHandFirst,5,1.232311,0.021,True,1,False,0.6749573,999
0,45,45,6,-2,2,LeftHandFirst,4,1.114023,0.022,True,1,False,0.8547211,999
0,46,46,7,-2,2,LeftHandFirst,5,1.109109,0.014,True,1,False,0.6771088,999
0,47,47,7,2,2,LeftHandFirst,9,1.339238,0.022,True,1,False,1.196045,999
0,48,48,3,0,2,RightHandFirst,3,1.39705,0.018,True,1,False,0.7106781,999
0,49,49,3,2,2,LeftHandFirst,5,1.125529,0.015,True,1,False,0.6984406,999
0,50,50,6,-2,2,RightHandFirst,4,1.050843,0.018,True,1,False,0.7025146,999
0,51,51,3,-2,2,LeftHandFirst,1,1.422168,0.02,True,1,False,0.5437927,999
0,52,52,6,2,2,LeftHandFirst,8,1.276059,0.013,True,1,False,3.348953,999
0,53,53,4,0,2,LeftHandFirst,4,1.03618,0.022,True,1,False,1.037003,999
0,54,54,4,-2,2,RightHandFirst,2,1.085256,0.018,True,1,False,0.6083221,999
0,55,55,6,-2,2,LeftHandFirst,4,1.261396,0.015,True,1,False,0.5971069,999
0,56,56,6,0,2,RightHandFirst,6,1.366112,0.013,True,1,False,0.7893982,999
0,57,57,6,-2,2,LeftHandFirst,4,1.469178,0.016,True,1,False,0.733551,999
0,58,58,3,2,2,LeftHandFirst,5,1.251646,0.015,True,1,False,0.7076111,999
0,59,59,6,-2,2,RightHandFirst,4,1.328543,0.015,True,1,False,0.743927,999
0,60,60,4,2,2,RightHandFirst,6,1.377619,0.023,True,1,False,0.715683,999
0,61,61,3,-2,2,RightHandFirst,1,1.285499,0.021,True,1,False,0.5632629,999
0,62,62,4,2,2,RightHandFirst,6,1.210814,0.013,True,1,False,0.7696991,999
0,63,63,3,-2,2,LeftHandFirst,1,1.2059,0.019,True,1,False,0.5741272,999
0,64,64,4,2,2,RightHandFirst,6,1.436029,0.014,True,1,False,0.6794739,999
0,65,65,6,0,2,RightHandFirst,6,1.2621,0.019,True,1,False,0.7345886,999
0,66,66,6,2,2,RightHandFirst,8,1.018399,0.015,True,1,False,1.594666,999
0,67,67,3,-2,2,LeftHandFirst,1,1.450798,0.016,True,1,False,0.5209808,999
0,68,68,4,2,2,RightHandFirst,6,1.027695,0.02,True,1,False,0.6346436,999
0,69,69,4,2,2,RightHandFirst,6,1.024432,0.017,True,1,False,0.6890411,999
0,70,70,6,-2,2,RightHandFirst,4,1.075159,0.015,True,1,False,0.5660248,999
0,71,71,7,0,2,RightHandFirst,7,1.197309,0.012,True,1,False,0.7462921,999
0,72,72,3,-2,2,RightHandFirst,1,1.176613,0.017,True,1,False,0.5305023,999
0,73,73,6,2,2,LeftHandFirst,8,1.270942,0.012,True,1,False,0.9702454,999
